indicator,week,n_models,has_ensemble,has_baseline,era,hub,ensemble_locations,season,n_published
COVID-19 hospitalisations,2025-02-03,10,TRUE,TRUE,current,covid,12,2024/25,11
COVID-19 hospitalisations,2025-02-10,11,TRUE,TRUE,current,covid,12,2024/25,12
COVID-19 hospitalisations,2025-02-17,9,TRUE,TRUE,current,covid,12,2024/25,10
COVID-19 hospitalisations,2025-02-24,11,TRUE,TRUE,current,covid,11,2024/25,12
COVID-19 hospitalisations,2025-03-03,10,TRUE,TRUE,current,covid,11,2024/25,11
COVID-19 hospitalisations,2025-03-10,9,TRUE,TRUE,current,covid,11,2024/25,10
COVID-19 hospitalisations,2025-03-17,9,TRUE,TRUE,current,covid,11,2024/25,10
COVID-19 hospitalisations,2025-03-24,10,TRUE,TRUE,current,covid,11,2024/25,11
COVID-19 hospitalisations,2025-03-31,10,TRUE,TRUE,current,covid,12,2024/25,11
COVID-19 hospitalisations,2025-04-07,10,TRUE,TRUE,current,covid,13,2024/25,11
COVID-19 hospitalisations,2025-04-14,9,TRUE,TRUE,current,covid,13,2024/25,10
COVID-19 hospitalisations,2025-04-21,6,TRUE,TRUE,current,covid,13,2024/25,7
COVID-19 hospitalisations,2025-04-28,7,TRUE,TRUE,current,covid,13,2024/25,8
COVID-19 hospitalisations,2025-05-05,7,TRUE,TRUE,current,covid,12,2024/25,8
COVID-19 hospitalisations,2025-05-12,7,TRUE,TRUE,current,covid,12,2024/25,8
COVID-19 hospitalisations,2025-05-19,8,TRUE,TRUE,current,covid,14,2024/25,9
COVID-19 hospitalisations,2025-05-26,7,TRUE,TRUE,current,covid,12,2024/25,8
COVID-19 hospitalisations,2025-06-02,2,TRUE,TRUE,current,covid,9,2024/25,3
COVID-19 hospitalisations,2025-06-09,7,TRUE,TRUE,current,covid,11,2024/25,8
COVID-19 hospitalisations,2025-06-16,6,TRUE,TRUE,current,covid,11,2024/25,7
COVID-19 hospitalisations,2025-06-23,7,TRUE,TRUE,current,covid,11,2024/25,8
COVID-19 hospitalisations,2025-06-30,8,TRUE,TRUE,current,covid,10,2024/25,9
COVID-19 hospitalisations,2025-07-07,8,TRUE,TRUE,current,covid,10,2024/25,9
COVID-19 hospitalisations,2025-07-14,8,TRUE,TRUE,current,covid,10,2024/25,9
COVID-19 hospitalisations,2025-07-21,8,TRUE,TRUE,current,covid,9,2024/25,9
COVID-19 hospitalisations,2025-07-28,6,TRUE,TRUE,current,covid,9,2024/25,7
COVID-19 hospitalisations,2025-08-04,7,TRUE,TRUE,current,covid,9,2025/26,8
COVID-19 hospitalisations,2025-08-11,8,TRUE,TRUE,current,covid,9,2025/26,9
COVID-19 hospitalisations,2025-08-18,9,TRUE,TRUE,current,covid,9,2025/26,10
COVID-19 hospitalisations,2025-08-25,9,TRUE,TRUE,current,covid,9,2025/26,10
COVID-19 hospitalisations,2025-09-01,9,TRUE,TRUE,current,covid,9,2025/26,10
COVID-19 hospitalisations,2025-09-08,9,TRUE,TRUE,current,covid,9,2025/26,10
COVID-19 hospitalisations,2025-09-15,8,TRUE,TRUE,current,covid,9,2025/26,9
COVID-19 hospitalisations,2025-09-22,9,TRUE,TRUE,current,covid,9,2025/26,10
COVID-19 hospitalisations,2025-09-29,6,TRUE,TRUE,current,covid,9,2025/26,7
COVID-19 hospitalisations,2025-10-06,7,TRUE,TRUE,current,covid,9,2025/26,8
COVID-19 hospitalisations,2025-10-13,7,TRUE,TRUE,current,covid,10,2025/26,8
COVID-19 hospitalisations,2025-10-20,7,TRUE,TRUE,current,covid,10,2025/26,8
COVID-19 hospitalisations,2025-10-27,7,TRUE,TRUE,current,covid,10,2025/26,8
COVID-19 hospitalisations,2025-11-03,7,TRUE,TRUE,current,covid,10,2025/26,8
COVID-19 hospitalisations,2025-11-10,7,TRUE,TRUE,current,covid,10,2025/26,8
COVID-19 hospitalisations,2025-11-17,7,TRUE,TRUE,current,covid,10,2025/26,8
COVID-19 hospitalisations,2025-11-24,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2025-12-01,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2025-12-08,10,TRUE,TRUE,current,covid,10,2025/26,11
COVID-19 hospitalisations,2025-12-15,10,TRUE,TRUE,current,covid,10,2025/26,11
COVID-19 hospitalisations,2025-12-22,10,TRUE,TRUE,current,covid,10,2025/26,11
COVID-19 hospitalisations,2025-12-29,3,TRUE,TRUE,current,covid,9,2025/26,4
COVID-19 hospitalisations,2026-01-05,3,TRUE,TRUE,current,covid,9,2025/26,4
COVID-19 hospitalisations,2026-01-12,10,TRUE,TRUE,current,covid,9,2025/26,11
COVID-19 hospitalisations,2026-01-19,7,TRUE,TRUE,current,covid,10,2025/26,8
COVID-19 hospitalisations,2026-01-26,10,TRUE,TRUE,current,covid,10,2025/26,11
COVID-19 hospitalisations,2026-02-02,10,TRUE,TRUE,current,covid,10,2025/26,11
COVID-19 hospitalisations,2026-02-09,10,TRUE,TRUE,current,covid,10,2025/26,11
COVID-19 hospitalisations,2026-02-16,10,TRUE,TRUE,current,covid,10,2025/26,11
COVID-19 hospitalisations,2026-02-23,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2026-03-02,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2026-03-09,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2026-03-16,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2026-03-23,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2026-03-30,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2026-04-06,4,TRUE,TRUE,current,covid,10,2025/26,5
COVID-19 hospitalisations,2026-04-13,9,TRUE,TRUE,current,covid,10,2025/26,10
COVID-19 hospitalisations,2026-04-20,8,TRUE,TRUE,current,covid,10,2025/26,9
COVID-19 hospitalisations,2026-04-27,8,TRUE,TRUE,current,covid,10,2025/26,9
COVID-19 hospitalisations,2026-05-04,7,TRUE,TRUE,current,covid,10,2025/26,8
COVID-19 hospitalisations,2026-05-11,7,TRUE,TRUE,current,covid,11,2025/26,8
COVID-19 hospitalisations,2026-05-18,4,TRUE,TRUE,current,covid,9,2025/26,5
COVID-19 hospitalisations,2026-05-25,6,TRUE,TRUE,current,covid,9,2025/26,7
COVID-19 hospitalisations,2026-06-01,2,TRUE,TRUE,current,covid,9,2025/26,3
COVID-19 hospitalisations,2026-06-08,2,TRUE,TRUE,current,covid,8,2025/26,3
COVID-19 hospitalisations,2026-06-15,2,TRUE,TRUE,current,covid,6,2025/26,3
COVID-19 hospitalisations,2026-06-22,0,FALSE,TRUE,current,covid,NA,2025/26,0
ILI incidence,2023-11-13,1,FALSE,FALSE,archive,flu_archive,NA,2023/24,1
ILI incidence,2023-12-11,4,FALSE,FALSE,archive,flu_archive,NA,2023/24,4
ILI incidence,2023-12-18,7,TRUE,TRUE,archive,flu_archive,22,2023/24,8
ILI incidence,2023-12-25,8,TRUE,TRUE,archive,flu_archive,21,2023/24,9
ILI incidence,2024-01-01,5,TRUE,TRUE,archive,flu_archive,21,2023/24,6
ILI incidence,2024-01-08,10,TRUE,TRUE,archive,flu_archive,21,2023/24,11
ILI incidence,2024-01-15,11,TRUE,TRUE,archive,flu_archive,18,2023/24,12
ILI incidence,2024-01-22,11,TRUE,TRUE,archive,flu_archive,20,2023/24,12
ILI incidence,2024-01-29,11,TRUE,TRUE,archive,flu_archive,20,2023/24,12
ILI incidence,2024-02-05,12,TRUE,TRUE,archive,flu_archive,24,2023/24,13
ILI incidence,2024-02-12,12,TRUE,TRUE,archive,flu_archive,24,2023/24,13
ILI incidence,2024-02-19,14,TRUE,TRUE,archive,flu_archive,23,2023/24,15
ILI incidence,2024-02-26,14,TRUE,TRUE,archive,flu_archive,27,2023/24,15
ILI incidence,2024-03-04,13,TRUE,TRUE,archive,flu_archive,27,2023/24,14
ILI incidence,2024-03-11,13,TRUE,TRUE,archive,flu_archive,27,2023/24,14
ILI incidence,2024-03-18,13,TRUE,TRUE,archive,flu_archive,27,2023/24,14
ILI incidence,2024-03-25,13,TRUE,TRUE,archive,flu_archive,27,2023/24,14
ILI incidence,2024-04-01,10,TRUE,TRUE,archive,flu_archive,27,2023/24,11
ILI incidence,2024-04-08,12,TRUE,TRUE,archive,flu_archive,27,2023/24,13
ILI incidence,2024-04-15,13,TRUE,TRUE,archive,flu_archive,27,2023/24,14
ILI incidence,2024-04-22,11,TRUE,TRUE,archive,flu_archive,25,2023/24,12
ILI incidence,2024-04-29,11,TRUE,TRUE,archive,flu_archive,27,2023/24,12
ILI incidence,2024-10-21,16,TRUE,TRUE,current,syndromic,23,2024/25,17
ILI incidence,2024-10-28,10,TRUE,TRUE,current,syndromic,22,2024/25,11
ILI incidence,2024-11-04,13,TRUE,TRUE,current,syndromic,23,2024/25,14
ILI incidence,2024-11-11,16,TRUE,TRUE,current,syndromic,25,2024/25,17
ILI incidence,2024-11-18,16,TRUE,TRUE,current,syndromic,26,2024/25,17
ILI incidence,2024-11-25,16,TRUE,TRUE,current,syndromic,26,2024/25,17
ILI incidence,2024-12-02,17,TRUE,TRUE,current,syndromic,26,2024/25,18
ILI incidence,2024-12-09,17,TRUE,TRUE,current,syndromic,26,2024/25,18
ILI incidence,2024-12-16,16,TRUE,TRUE,current,syndromic,26,2024/25,17
ILI incidence,2024-12-23,16,TRUE,TRUE,current,syndromic,26,2024/25,17
ILI incidence,2024-12-30,8,TRUE,TRUE,current,syndromic,26,2024/25,9
ILI incidence,2025-01-06,16,TRUE,TRUE,current,syndromic,27,2024/25,17
ILI incidence,2025-01-13,16,TRUE,TRUE,current,syndromic,27,2024/25,17
ILI incidence,2025-01-20,16,TRUE,TRUE,current,syndromic,25,2024/25,17
ILI incidence,2025-01-27,17,TRUE,TRUE,current,syndromic,27,2024/25,18
ILI incidence,2025-02-03,17,TRUE,TRUE,current,syndromic,26,2024/25,18
ILI incidence,2025-02-10,17,TRUE,TRUE,current,syndromic,26,2024/25,18
ILI incidence,2025-02-17,16,TRUE,TRUE,current,syndromic,26,2024/25,17
ILI incidence,2025-02-24,16,TRUE,TRUE,current,syndromic,26,2024/25,17
ILI incidence,2025-03-03,16,TRUE,TRUE,current,syndromic,22,2024/25,17
ILI incidence,2025-03-10,15,TRUE,TRUE,current,syndromic,22,2024/25,16
ILI incidence,2025-03-17,15,TRUE,TRUE,current,syndromic,22,2024/25,16
ILI incidence,2025-03-24,17,TRUE,TRUE,current,syndromic,26,2024/25,18
ILI incidence,2025-03-31,16,TRUE,TRUE,current,syndromic,22,2024/25,17
ILI incidence,2025-04-07,16,TRUE,TRUE,current,syndromic,22,2024/25,17
ILI incidence,2025-04-14,13,TRUE,TRUE,current,syndromic,22,2024/25,14
ILI incidence,2025-04-21,4,TRUE,TRUE,current,syndromic,22,2024/25,5
ILI incidence,2025-04-28,12,TRUE,TRUE,current,syndromic,22,2024/25,13
ILI incidence,2025-05-05,11,TRUE,TRUE,current,syndromic,22,2024/25,12
ILI incidence,2025-05-12,10,TRUE,TRUE,current,syndromic,22,2024/25,11
ILI incidence,2025-05-19,10,TRUE,TRUE,current,syndromic,22,2024/25,11
ILI incidence,2025-05-26,10,TRUE,TRUE,current,syndromic,22,2024/25,11
ILI incidence,2025-06-02,3,TRUE,TRUE,current,syndromic,22,2024/25,4
ILI incidence,2025-06-09,10,TRUE,TRUE,current,syndromic,22,2024/25,11
ILI incidence,2025-06-16,7,TRUE,TRUE,current,syndromic,18,2024/25,8
ILI incidence,2025-06-23,10,TRUE,TRUE,current,syndromic,22,2024/25,11
ILI incidence,2025-06-30,10,TRUE,TRUE,current,syndromic,23,2024/25,11
ILI incidence,2025-07-07,9,TRUE,TRUE,current,syndromic,20,2024/25,10
ILI incidence,2025-07-14,10,TRUE,TRUE,current,syndromic,23,2024/25,11
ILI incidence,2025-07-21,10,TRUE,TRUE,current,syndromic,23,2024/25,11
ILI incidence,2025-07-28,5,TRUE,TRUE,current,syndromic,23,2024/25,6
ILI incidence,2025-08-04,8,TRUE,TRUE,current,syndromic,23,2025/26,9
ILI incidence,2025-08-11,8,TRUE,TRUE,current,syndromic,23,2025/26,9
ILI incidence,2025-08-18,8,TRUE,TRUE,current,syndromic,23,2025/26,9
ILI incidence,2025-08-25,7,TRUE,TRUE,current,syndromic,18,2025/26,8
ILI incidence,2025-09-01,8,TRUE,TRUE,current,syndromic,23,2025/26,9
ILI incidence,2025-09-08,8,TRUE,TRUE,current,syndromic,23,2025/26,9
ILI incidence,2025-09-15,7,TRUE,TRUE,current,syndromic,23,2025/26,8
ILI incidence,2025-09-22,8,TRUE,TRUE,current,syndromic,23,2025/26,9
ILI incidence,2025-09-29,7,TRUE,TRUE,current,syndromic,23,2025/26,8
ILI incidence,2025-10-06,12,TRUE,TRUE,current,syndromic,23,2025/26,13
ILI incidence,2025-10-13,13,TRUE,TRUE,current,syndromic,19,2025/26,14
ILI incidence,2025-10-20,15,TRUE,TRUE,current,syndromic,23,2025/26,16
ILI incidence,2025-10-27,15,TRUE,TRUE,current,syndromic,23,2025/26,16
ILI incidence,2025-11-03,15,TRUE,TRUE,current,syndromic,23,2025/26,16
ILI incidence,2025-11-10,15,TRUE,TRUE,current,syndromic,28,2025/26,16
ILI incidence,2025-11-17,16,TRUE,TRUE,current,syndromic,28,2025/26,17
ILI incidence,2025-11-24,15,TRUE,TRUE,current,syndromic,28,2025/26,16
ILI incidence,2025-12-01,17,TRUE,TRUE,current,syndromic,28,2025/26,18
ILI incidence,2025-12-08,18,TRUE,TRUE,current,syndromic,28,2025/26,19
ILI incidence,2025-12-15,17,TRUE,TRUE,current,syndromic,26,2025/26,18
ILI incidence,2025-12-22,13,TRUE,TRUE,current,syndromic,26,2025/26,14
ILI incidence,2025-12-29,6,TRUE,TRUE,current,syndromic,26,2025/26,7
ILI incidence,2026-01-05,5,TRUE,TRUE,current,syndromic,26,2025/26,6
ILI incidence,2026-01-12,14,TRUE,TRUE,current,syndromic,26,2025/26,15
ILI incidence,2026-01-19,16,TRUE,TRUE,current,syndromic,25,2025/26,17
ILI incidence,2026-01-26,14,TRUE,TRUE,current,syndromic,26,2025/26,15
ILI incidence,2026-02-02,15,TRUE,TRUE,current,syndromic,28,2025/26,16
ILI incidence,2026-02-09,20,TRUE,TRUE,current,syndromic,30,2025/26,21
ILI incidence,2026-02-16,16,TRUE,TRUE,current,syndromic,30,2025/26,17
ILI incidence,2026-02-23,15,TRUE,TRUE,current,syndromic,30,2025/26,16
ILI incidence,2026-03-02,16,TRUE,TRUE,current,syndromic,30,2025/26,17
ILI incidence,2026-03-09,15,TRUE,TRUE,current,syndromic,30,2025/26,16
ILI incidence,2026-03-16,19,TRUE,TRUE,current,syndromic,30,2025/26,20
ILI incidence,2026-03-23,19,TRUE,TRUE,current,syndromic,30,2025/26,20
ILI incidence,2026-03-30,18,TRUE,TRUE,current,syndromic,30,2025/26,19
ILI incidence,2026-04-06,8,TRUE,TRUE,current,syndromic,30,2025/26,9
ILI incidence,2026-04-13,16,TRUE,TRUE,current,syndromic,27,2025/26,17
ILI incidence,2026-04-20,16,TRUE,TRUE,current,syndromic,29,2025/26,17
ILI incidence,2026-04-27,14,TRUE,TRUE,current,syndromic,27,2025/26,15
ILI incidence,2026-05-04,12,TRUE,TRUE,current,syndromic,29,2025/26,13
ILI incidence,2026-05-11,15,TRUE,TRUE,current,syndromic,27,2025/26,16
ILI incidence,2026-05-18,5,TRUE,TRUE,current,syndromic,27,2025/26,6
ILI incidence,2026-05-25,12,TRUE,TRUE,current,syndromic,24,2025/26,13
ILI incidence,2026-06-01,2,TRUE,TRUE,current,syndromic,23,2025/26,3
ILI incidence,2026-06-08,2,TRUE,TRUE,current,syndromic,22,2025/26,3
ILI incidence,2026-06-15,2,TRUE,TRUE,current,syndromic,17,2025/26,3
ILI incidence,2026-06-22,0,FALSE,TRUE,current,syndromic,NA,2025/26,0
ILI incidence,2026-06-29,2,TRUE,TRUE,current,syndromic,3,2025/26,3
ILI incidence,2026-07-06,2,TRUE,TRUE,current,syndromic,3,2025/26,3
ILI incidence,2026-07-13,2,FALSE,FALSE,current,syndromic,NA,2025/26,2
